game,date,result,__v,createdAt,updatedAt
"Mumbai Starline",2024-03-19T14:30:00.000Z,08,0,2024-03-19T14:30:00.000Z,2024-03-19T14:30:00.000Z
"Mumbai Starline",2024-03-19T15:00:00.000Z,13,0,2024-03-19T15:00:00.000Z,2024-03-19T15:00:00.000Z
"Mumbai Starline",2024-03-19T15:30:00.000Z,93,0,2024-03-19T15:30:00.000Z,2024-03-19T15:30:00.000Z
"Mumbai Starline",2024-03-19T16:00:00.000Z,71,0,2024-03-19T16:00:00.000Z,2024-03-19T16:00:00.000Z
"Mumbai Starline",2024-03-19T16:30:00.000Z,81,0,2024-03-19T16:30:00.000Z,2024-03-19T16:30:00.000Z
"Mumbai Starline",2024-03-20T04:30:00.000Z,86,0,2024-03-20T04:30:00.000Z,2024-03-20T04:30:00.000Z
"Mumbai Starline",2024-03-20T05:00:00.000Z,22,0,2024-03-20T05:00:00.000Z,2024-03-20T05:00:00.000Z
"Mumbai Starline",2024-03-20T05:30:00.000Z,08,0,2024-03-20T05:30:00.000Z,2024-03-20T05:30:00.000Z
"Mumbai Starline",2024-03-20T06:00:00.000Z,43,0,2024-03-20T06:00:00.000Z,2024-03-20T06:00:00.000Z
"Mumbai Starline",2024-03-20T06:30:00.000Z,67,0,2024-03-20T06:30:00.000Z,2024-03-20T06:30:00.000Z
"Mumbai Starline",2024-03-20T07:00:00.000Z,47,0,2024-03-20T07:00:00.000Z,2024-03-20T07:00:00.000Z
"Mumbai Starline",2024-03-20T07:30:00.000Z,67,0,2024-03-20T07:30:00.000Z,2024-03-20T07:30:00.000Z
"Mumbai Starline",2024-03-20T08:00:00.000Z,64,0,2024-03-20T08:00:00.000Z,2024-03-20T08:00:00.000Z
"Mumbai Starline",2024-03-20T08:30:00.000Z,66,0,2024-03-20T08:30:00.000Z,2024-03-20T08:30:00.000Z
"Mumbai Starline",2024-03-20T09:00:00.000Z,56,0,2024-03-20T09:00:00.000Z,2024-03-20T09:00:00.000Z
"Mumbai Starline",2024-03-20T09:30:00.000Z,73,0,2024-03-20T09:30:00.000Z,2024-03-20T09:30:00.000Z
"Mumbai Starline",2024-03-20T10:00:00.000Z,86,0,2024-03-20T10:00:00.000Z,2024-03-20T10:00:00.000Z
"Mumbai Starline",2024-03-20T10:30:00.000Z,58,0,2024-03-20T10:30:00.000Z,2024-03-20T10:30:00.000Z
"Mumbai Starline",2024-03-20T11:00:00.000Z,55,0,2024-03-20T11:00:00.000Z,2024-03-20T11:00:00.000Z
"Mumbai Starline",2024-03-20T11:30:00.000Z,32,0,2024-03-20T11:30:00.000Z,2024-03-20T11:30:00.000Z
"Mumbai Starline",2024-03-20T12:00:00.000Z,86,0,2024-03-20T12:00:00.000Z,2024-03-20T12:00:00.000Z
"Mumbai Starline",2024-03-20T12:30:00.000Z,82,0,2024-03-20T12:30:00.000Z,2024-03-20T12:30:00.000Z
"Mumbai Starline",2024-03-20T13:00:00.000Z,30,0,2024-03-20T13:00:00.000Z,2024-03-20T13:00:00.000Z
"Mumbai Starline",2024-03-20T13:30:00.000Z,88,0,2024-03-20T13:30:00.000Z,2024-03-20T13:30:00.000Z
"Mumbai Starline",2024-03-20T14:00:00.000Z,31,0,2024-03-20T14:00:00.000Z,2024-03-20T14:00:00.000Z
"Mumbai Starline",2024-03-20T14:30:00.000Z,82,0,2024-03-20T14:30:00.000Z,2024-03-20T14:30:00.000Z
"Mumbai Starline",2024-03-20T15:00:00.000Z,85,0,2024-03-20T15:00:00.000Z,2024-03-20T15:00:00.000Z
"Mumbai Starline",2024-03-20T15:30:00.000Z,76,0,2024-03-20T15:30:00.000Z,2024-03-20T15:30:00.000Z
"Mumbai Starline",2024-03-20T16:00:00.000Z,55,0,2024-03-20T16:00:00.000Z,2024-03-20T16:00:00.000Z
"Mumbai Starline",2024-03-20T16:30:00.000Z,78,0,2024-03-20T16:30:00.000Z,2024-03-20T16:30:00.000Z
"Mumbai Starline",2024-03-21T04:30:00.000Z,62,0,2024-03-21T04:30:00.000Z,2024-03-21T04:30:00.000Z
"Mumbai Starline",2024-03-21T05:00:00.000Z,30,0,2024-03-21T05:00:00.000Z,2024-03-21T05:00:00.000Z
"Mumbai Starline",2024-03-21T05:30:00.000Z,75,0,2024-03-21T05:30:00.000Z,2024-03-21T05:30:00.000Z
"Mumbai Starline",2024-03-21T06:00:00.000Z,68,0,2024-03-21T06:00:00.000Z,2024-03-21T06:00:00.000Z
"Mumbai Starline",2024-03-21T06:30:00.000Z,76,0,2024-03-21T06:30:00.000Z,2024-03-21T06:30:00.000Z
"Mumbai Starline",2024-03-21T07:00:00.000Z,69,0,2024-03-21T07:00:00.000Z,2024-03-21T07:00:00.000Z
"Mumbai Starline",2024-03-21T07:30:00.000Z,83,0,2024-03-21T07:30:00.000Z,2024-03-21T07:30:00.000Z
"Mumbai Starline",2024-03-21T08:00:00.000Z,28,0,2024-03-21T08:00:00.000Z,2024-03-21T08:00:00.000Z
"Mumbai Starline",2024-03-21T08:30:00.000Z,90,0,2024-03-21T08:30:00.000Z,2024-03-21T08:30:00.000Z
"Mumbai Starline",2024-03-21T09:00:00.000Z,16,0,2024-03-21T09:00:00.000Z,2024-03-21T09:00:00.000Z
"Mumbai Starline",2024-03-21T09:30:00.000Z,61,0,2024-03-21T09:30:00.000Z,2024-03-21T09:30:00.000Z
"Mumbai Starline",2024-03-21T10:00:00.000Z,20,0,2024-03-21T10:00:00.000Z,2024-03-21T10:00:00.000Z
"Mumbai Starline",2024-03-21T10:30:00.000Z,97,0,2024-03-21T10:30:00.000Z,2024-03-21T10:30:00.000Z
"Mumbai Starline",2024-03-21T11:00:00.000Z,21,0,2024-03-21T11:00:00.000Z,2024-03-21T11:00:00.000Z
"Mumbai Starline",2024-03-21T11:30:00.000Z,79,0,2024-03-21T11:30:00.000Z,2024-03-21T11:30:00.000Z
"Mumbai Starline",2024-03-21T12:00:00.000Z,51,0,2024-03-21T12:00:00.000Z,2024-03-21T12:00:00.000Z
"Mumbai Starline",2024-03-21T12:30:00.000Z,77,0,2024-03-21T12:30:00.000Z,2024-03-21T12:30:00.000Z
"Mumbai Starline",2024-03-21T13:00:00.000Z,10,0,2024-03-21T13:00:00.000Z,2024-03-21T13:00:00.000Z
"Mumbai Starline",2024-03-21T13:30:00.000Z,63,0,2024-03-21T13:30:00.000Z,2024-03-21T13:30:00.000Z
"Mumbai Starline",2024-03-21T14:00:00.000Z,57,0,2024-03-21T14:00:00.000Z,2024-03-21T14:00:00.000Z
"Mumbai Starline",2024-03-21T14:30:00.000Z,97,0,2024-03-21T14:30:00.000Z,2024-03-21T14:30:00.000Z
"Mumbai Starline",2024-03-21T15:00:00.000Z,24,0,2024-03-21T15:00:00.000Z,2024-03-21T15:00:00.000Z
"Mumbai Starline",2024-03-21T15:30:00.000Z,95,0,2024-03-21T15:30:00.000Z,2024-03-21T15:30:00.000Z
"Mumbai Starline",2024-03-21T16:00:00.000Z,14,0,2024-03-21T16:00:00.000Z,2024-03-21T16:00:00.000Z
"Mumbai Starline",2024-03-21T16:30:00.000Z,60,0,2024-03-21T16:30:00.000Z,2024-03-21T16:30:00.000Z
"Mumbai Starline",2024-03-22T04:30:00.000Z,87,0,2024-03-22T04:30:00.000Z,2024-03-22T04:30:00.000Z
"Mumbai Starline",2024-03-22T05:00:00.000Z,90,0,2024-03-22T05:00:00.000Z,2024-03-22T05:00:00.000Z
"Mumbai Starline",2024-03-22T05:30:00.000Z,59,0,2024-03-22T05:30:00.000Z,2024-03-22T05:30:00.000Z
"Mumbai Starline",2024-03-22T06:00:00.000Z,09,0,2024-03-22T06:00:00.000Z,2024-03-22T06:00:00.000Z
"Mumbai Starline",2024-03-22T06:30:00.000Z,32,0,2024-03-22T06:30:00.000Z,2024-03-22T06:30:00.000Z
"Mumbai Starline",2024-03-22T07:00:00.000Z,51,0,2024-03-22T07:00:00.000Z,2024-03-22T07:00:00.000Z
"Mumbai Starline",2024-03-22T07:30:00.000Z,45,0,2024-03-22T07:30:00.000Z,2024-03-22T07:30:00.000Z
"Mumbai Starline",2024-03-22T08:00:00.000Z,36,0,2024-03-22T08:00:00.000Z,2024-03-22T08:00:00.000Z
"Mumbai Starline",2024-03-22T08:30:00.000Z,33,0,2024-03-22T08:30:00.000Z,2024-03-22T08:30:00.000Z
"Mumbai Starline",2024-03-22T09:00:00.000Z,81,0,2024-03-22T09:00:00.000Z,2024-03-22T09:00:00.000Z
"Mumbai Starline",2024-03-22T09:30:00.000Z,71,0,2024-03-22T09:30:00.000Z,2024-03-22T09:30:00.000Z
"Mumbai Starline",2024-03-22T10:00:00.000Z,31,0,2024-03-22T10:00:00.000Z,2024-03-22T10:00:00.000Z
"Mumbai Starline",2024-03-22T10:30:00.000Z,43,0,2024-03-22T10:30:00.000Z,2024-03-22T10:30:00.000Z
"Mumbai Starline",2024-03-22T11:00:00.000Z,45,0,2024-03-22T11:00:00.000Z,2024-03-22T11:00:00.000Z
"Mumbai Starline",2024-03-22T11:30:00.000Z,69,0,2024-03-22T11:30:00.000Z,2024-03-22T11:30:00.000Z
"Mumbai Starline",2024-03-22T12:00:00.000Z,35,0,2024-03-22T12:00:00.000Z,2024-03-22T12:00:00.000Z
"Mumbai Starline",2024-03-22T12:30:00.000Z,07,0,2024-03-22T12:30:00.000Z,2024-03-22T12:30:00.000Z
"Mumbai Starline",2024-03-22T13:00:00.000Z,22,0,2024-03-22T13:00:00.000Z,2024-03-22T13:00:00.000Z
"Mumbai Starline",2024-03-22T13:30:00.000Z,71,0,2024-03-22T13:30:00.000Z,2024-03-22T13:30:00.000Z
"Mumbai Starline",2024-03-22T14:00:00.000Z,99,0,2024-03-22T14:00:00.000Z,2024-03-22T14:00:00.000Z
"Mumbai Starline",2024-03-22T14:30:00.000Z,26,0,2024-03-22T14:30:00.000Z,2024-03-22T14:30:00.000Z
"Mumbai Starline",2024-03-22T15:00:00.000Z,41,0,2024-03-22T15:00:00.000Z,2024-03-22T15:00:00.000Z
"Mumbai Starline",2024-03-22T15:30:00.000Z,86,0,2024-03-22T15:30:00.000Z,2024-03-22T15:30:00.000Z
"Mumbai Starline",2024-03-22T16:00:00.000Z,53,0,2024-03-22T16:00:00.000Z,2024-03-22T16:00:00.000Z
"Mumbai Starline",2024-03-22T16:30:00.000Z,54,0,2024-03-22T16:30:00.000Z,2024-03-22T16:30:00.000Z
"Mumbai Starline",2024-03-23T04:30:00.000Z,47,0,2024-03-23T04:30:00.000Z,2024-03-23T04:30:00.000Z
"Mumbai Starline",2024-03-23T05:00:00.000Z,04,0,2024-03-23T05:00:00.000Z,2024-03-23T05:00:00.000Z
"Mumbai Starline",2024-03-23T05:30:00.000Z,73,0,2024-03-23T05:30:00.000Z,2024-03-23T05:30:00.000Z
"Mumbai Starline",2024-03-23T06:00:00.000Z,19,0,2024-03-23T06:00:00.000Z,2024-03-23T06:00:00.000Z
"Mumbai Starline",2024-03-23T06:30:00.000Z,40,0,2024-03-23T06:30:00.000Z,2024-03-23T06:30:00.000Z
"Mumbai Starline",2024-03-23T07:00:00.000Z,72,0,2024-03-23T07:00:00.000Z,2024-03-23T07:00:00.000Z
"Mumbai Starline",2024-03-23T07:30:00.000Z,98,0,2024-03-23T07:30:00.000Z,2024-03-23T07:30:00.000Z
"Mumbai Starline",2024-03-23T08:00:00.000Z,86,0,2024-03-23T08:00:00.000Z,2024-03-23T08:00:00.000Z
"Mumbai Starline",2024-03-23T08:30:00.000Z,88,0,2024-03-23T08:30:00.000Z,2024-03-23T08:30:00.000Z
"Mumbai Starline",2024-03-23T09:00:00.000Z,69,0,2024-03-23T09:00:00.000Z,2024-03-23T09:00:00.000Z
"Mumbai Starline",2024-03-23T09:30:00.000Z,00,0,2024-03-23T09:30:00.000Z,2024-03-23T09:30:00.000Z
"Mumbai Starline",2024-03-23T10:00:00.000Z,73,0,2024-03-23T10:00:00.000Z,2024-03-23T10:00:00.000Z
"Mumbai Starline",2024-03-23T10:30:00.000Z,35,0,2024-03-23T10:30:00.000Z,2024-03-23T10:30:00.000Z
"Mumbai Starline",2024-03-23T11:00:00.000Z,80,0,2024-03-23T11:00:00.000Z,2024-03-23T11:00:00.000Z
"Mumbai Starline",2024-03-23T11:30:00.000Z,75,0,2024-03-23T11:30:00.000Z,2024-03-23T11:30:00.000Z
"Mumbai Starline",2024-03-23T12:00:00.000Z,75,0,2024-03-23T12:00:00.000Z,2024-03-23T12:00:00.000Z
"Mumbai Starline",2024-03-23T12:30:00.000Z,77,0,2024-03-23T12:30:00.000Z,2024-03-23T12:30:00.000Z
"Mumbai Starline",2024-03-23T13:00:00.000Z,59,0,2024-03-23T13:00:00.000Z,2024-03-23T13:00:00.000Z
"Mumbai Starline",2024-03-23T13:30:00.000Z,30,0,2024-03-23T13:30:00.000Z,2024-03-23T13:30:00.000Z
"Mumbai Starline",2024-03-23T14:00:00.000Z,92,0,2024-03-23T14:00:00.000Z,2024-03-23T14:00:00.000Z
"Mumbai Starline",2024-03-23T14:30:00.000Z,19,0,2024-03-23T14:30:00.000Z,2024-03-23T14:30:00.000Z
"Mumbai Starline",2024-03-23T15:00:00.000Z,10,0,2024-03-23T15:00:00.000Z,2024-03-23T15:00:00.000Z
"Mumbai Starline",2024-03-23T15:30:00.000Z,90,0,2024-03-23T15:30:00.000Z,2024-03-23T15:30:00.000Z
"Mumbai Starline",2024-03-23T16:00:00.000Z,71,0,2024-03-23T16:00:00.000Z,2024-03-23T16:00:00.000Z
"Mumbai Starline",2024-03-23T16:30:00.000Z,30,0,2024-03-23T16:30:00.000Z,2024-03-23T16:30:00.000Z
"Mumbai Starline",2024-03-24T04:30:00.000Z,48,0,2024-03-24T04:30:00.000Z,2024-03-24T04:30:00.000Z
"Mumbai Starline",2024-03-24T05:00:00.000Z,91,0,2024-03-24T05:00:00.000Z,2024-03-24T05:00:00.000Z
"Mumbai Starline",2024-03-24T05:30:00.000Z,42,0,2024-03-24T05:30:00.000Z,2024-03-24T05:30:00.000Z
"Mumbai Starline",2024-03-24T06:00:00.000Z,20,0,2024-03-24T06:00:00.000Z,2024-03-24T06:00:00.000Z
"Mumbai Starline",2024-03-24T06:30:00.000Z,41,0,2024-03-24T06:30:00.000Z,2024-03-24T06:30:00.000Z
"Mumbai Starline",2024-03-24T07:00:00.000Z,76,0,2024-03-24T07:00:00.000Z,2024-03-24T07:00:00.000Z
"Mumbai Starline",2024-03-24T07:30:00.000Z,95,0,2024-03-24T07:30:00.000Z,2024-03-24T07:30:00.000Z
"Mumbai Starline",2024-03-24T08:00:00.000Z,36,0,2024-03-24T08:00:00.000Z,2024-03-24T08:00:00.000Z
"Mumbai Starline",2024-03-24T08:30:00.000Z,90,0,2024-03-24T08:30:00.000Z,2024-03-24T08:30:00.000Z
"Mumbai Starline",2024-03-24T09:00:00.000Z,01,0,2024-03-24T09:00:00.000Z,2024-03-24T09:00:00.000Z
"Mumbai Starline",2024-03-24T09:30:00.000Z,22,0,2024-03-24T09:30:00.000Z,2024-03-24T09:30:00.000Z
"Mumbai Starline",2024-03-24T10:00:00.000Z,73,0,2024-03-24T10:00:00.000Z,2024-03-24T10:00:00.000Z
"Mumbai Starline",2024-03-24T10:30:00.000Z,27,0,2024-03-24T10:30:00.000Z,2024-03-24T10:30:00.000Z
"Mumbai Starline",2024-03-24T11:00:00.000Z,09,0,2024-03-24T11:00:00.000Z,2024-03-24T11:00:00.000Z
"Mumbai Starline",2024-03-24T11:30:00.000Z,37,0,2024-03-24T11:30:00.000Z,2024-03-24T11:30:00.000Z
"Mumbai Starline",2024-03-24T12:00:00.000Z,96,0,2024-03-24T12:00:00.000Z,2024-03-24T12:00:00.000Z
"Mumbai Starline",2024-03-24T12:30:00.000Z,35,0,2024-03-24T12:30:00.000Z,2024-03-24T12:30:00.000Z
"Mumbai Starline",2024-03-24T13:00:00.000Z,87,0,2024-03-24T13:00:00.000Z,2024-03-24T13:00:00.000Z
"Mumbai Starline",2024-03-24T13:30:00.000Z,75,0,2024-03-24T13:30:00.000Z,2024-03-24T13:30:00.000Z
"Mumbai Starline",2024-03-24T14:00:00.000Z,80,0,2024-03-24T14:00:00.000Z,2024-03-24T14:00:00.000Z
"Mumbai Starline",2024-03-24T14:30:00.000Z,95,0,2024-03-24T14:30:00.000Z,2024-03-24T14:30:00.000Z
"Mumbai Starline",2024-03-24T15:00:00.000Z,82,0,2024-03-24T15:00:00.000Z,2024-03-24T15:00:00.000Z
"Mumbai Starline",2024-03-24T15:30:00.000Z,56,0,2024-03-24T15:30:00.000Z,2024-03-24T15:30:00.000Z
"Mumbai Starline",2024-03-24T16:00:00.000Z,41,0,2024-03-24T16:00:00.000Z,2024-03-24T16:00:00.000Z
"Mumbai Starline",2024-03-24T16:30:00.000Z,85,0,2024-03-24T16:30:00.000Z,2024-03-24T16:30:00.000Z
"Mumbai Starline",2024-03-25T04:30:00.000Z,60,0,2024-03-25T04:30:00.000Z,2024-03-25T04:30:00.000Z
"Mumbai Starline",2024-03-25T05:00:00.000Z,88,0,2024-03-25T05:00:00.000Z,2024-03-25T05:00:00.000Z
"Mumbai Starline",2024-03-25T05:30:00.000Z,53,0,2024-03-25T05:30:00.000Z,2024-03-25T05:30:00.000Z
"Mumbai Starline",2024-03-25T06:00:00.000Z,44,0,2024-03-25T06:00:00.000Z,2024-03-25T06:00:00.000Z
"Mumbai Starline",2024-03-25T06:30:00.000Z,86,0,2024-03-25T06:30:00.000Z,2024-03-25T06:30:00.000Z
"Mumbai Starline",2024-03-25T07:00:00.000Z,71,0,2024-03-25T07:00:00.000Z,2024-03-25T07:00:00.000Z
"Mumbai Starline",2024-03-25T07:30:00.000Z,54,0,2024-03-25T07:30:00.000Z,2024-03-25T07:30:00.000Z
"Mumbai Starline",2024-03-25T08:00:00.000Z,79,0,2024-03-25T08:00:00.000Z,2024-03-25T08:00:00.000Z
"Mumbai Starline",2024-03-25T08:30:00.000Z,95,0,2024-03-25T08:30:00.000Z,2024-03-25T08:30:00.000Z
"Mumbai Starline",2024-03-25T09:00:00.000Z,25,0,2024-03-25T09:00:00.000Z,2024-03-25T09:00:00.000Z
"Mumbai Starline",2024-03-25T09:30:00.000Z,49,0,2024-03-25T09:30:00.000Z,2024-03-25T09:30:00.000Z
"Mumbai Starline",2024-03-25T10:00:00.000Z,85,0,2024-03-25T10:00:00.000Z,2024-03-25T10:00:00.000Z
"Mumbai Starline",2024-03-25T10:30:00.000Z,20,0,2024-03-25T10:30:00.000Z,2024-03-25T10:30:00.000Z
"Mumbai Starline",2024-03-25T11:00:00.000Z,31,0,2024-03-25T11:00:00.000Z,2024-03-25T11:00:00.000Z
"Mumbai Starline",2024-03-25T11:30:00.000Z,59,0,2024-03-25T11:30:00.000Z,2024-03-25T11:30:00.000Z
"Mumbai Starline",2024-03-25T12:00:00.000Z,27,0,2024-03-25T12:00:00.000Z,2024-03-25T12:00:00.000Z
"Mumbai Starline",2024-03-25T12:30:00.000Z,32,0,2024-03-25T12:30:00.000Z,2024-03-25T12:30:00.000Z
"Mumbai Starline",2024-03-25T13:00:00.000Z,72,0,2024-03-25T13:00:00.000Z,2024-03-25T13:00:00.000Z
"Mumbai Starline",2024-03-25T13:30:00.000Z,03,0,2024-03-25T13:30:00.000Z,2024-03-25T13:30:00.000Z
"Mumbai Starline",2024-03-25T14:00:00.000Z,15,0,2024-03-25T14:00:00.000Z,2024-03-25T14:00:00.000Z
"Mumbai Starline",2024-03-25T14:30:00.000Z,75,0,2024-03-25T14:30:00.000Z,2024-03-25T14:30:00.000Z
"Mumbai Starline",2024-03-25T15:00:00.000Z,53,0,2024-03-25T15:00:00.000Z,2024-03-25T15:00:00.000Z
"Mumbai Starline",2024-03-25T15:30:00.000Z,39,0,2024-03-25T15:30:00.000Z,2024-03-25T15:30:00.000Z
"Mumbai Starline",2024-03-25T16:00:00.000Z,85,0,2024-03-25T16:00:00.000Z,2024-03-25T16:00:00.000Z
"Mumbai Starline",2024-03-25T16:30:00.000Z,52,0,2024-03-25T16:30:00.000Z,2024-03-25T16:30:00.000Z
"Mumbai Starline",2024-03-26T04:30:00.000Z,90,0,2024-03-26T04:30:00.000Z,2024-03-26T04:30:00.000Z
"Mumbai Starline",2024-03-26T05:00:00.000Z,55,0,2024-03-26T05:00:00.000Z,2024-03-26T05:00:00.000Z
"Mumbai Starline",2024-03-26T05:30:00.000Z,97,0,2024-03-26T05:30:00.000Z,2024-03-26T05:30:00.000Z
"Mumbai Starline",2024-03-26T06:00:00.000Z,98,0,2024-03-26T06:00:00.000Z,2024-03-26T06:00:00.000Z
"Mumbai Starline",2024-03-26T06:30:00.000Z,85,0,2024-03-26T06:30:00.000Z,2024-03-26T06:30:00.000Z
"Mumbai Starline",2024-03-26T07:00:00.000Z,14,0,2024-03-26T07:00:00.000Z,2024-03-26T07:00:00.000Z
"Mumbai Starline",2024-03-26T07:30:00.000Z,13,0,2024-03-26T07:30:00.000Z,2024-03-26T07:30:00.000Z
"Mumbai Starline",2024-03-26T08:00:00.000Z,56,0,2024-03-26T08:00:00.000Z,2024-03-26T08:00:00.000Z
"Mumbai Starline",2024-03-26T08:30:00.000Z,79,0,2024-03-26T08:30:00.000Z,2024-03-26T08:30:00.000Z
"Mumbai Starline",2024-03-26T09:00:00.000Z,95,0,2024-03-26T09:00:00.000Z,2024-03-26T09:00:00.000Z
"Mumbai Starline",2024-03-26T09:30:00.000Z,35,0,2024-03-26T09:30:00.000Z,2024-03-26T09:30:00.000Z
"Mumbai Starline",2024-03-26T10:00:00.000Z,18,0,2024-03-26T10:00:00.000Z,2024-03-26T10:00:00.000Z
"Mumbai Starline",2024-03-26T10:30:00.000Z,69,0,2024-03-26T10:30:00.000Z,2024-03-26T10:30:00.000Z
"Mumbai Starline",2024-03-26T11:00:00.000Z,17,0,2024-03-26T11:00:00.000Z,2024-03-26T11:00:00.000Z
"Mumbai Starline",2024-03-26T11:30:00.000Z,44,0,2024-03-26T11:30:00.000Z,2024-03-26T11:30:00.000Z
"Mumbai Starline",2024-03-26T12:00:00.000Z,97,0,2024-03-26T12:00:00.000Z,2024-03-26T12:00:00.000Z
"Mumbai Starline",2024-03-26T12:30:00.000Z,01,0,2024-03-26T12:30:00.000Z,2024-03-26T12:30:00.000Z
"Mumbai Starline",2024-03-26T13:00:00.000Z,28,0,2024-03-26T13:00:00.000Z,2024-03-26T13:00:00.000Z
"Mumbai Starline",2024-03-26T13:30:00.000Z,15,0,2024-03-26T13:30:00.000Z,2024-03-26T13:30:00.000Z
"Mumbai Starline",2024-03-26T14:00:00.000Z,07,0,2024-03-26T14:00:00.000Z,2024-03-26T14:00:00.000Z
"Mumbai Starline",2024-03-26T14:30:00.000Z,34,0,2024-03-26T14:30:00.000Z,2024-03-26T14:30:00.000Z
"Mumbai Starline",2024-03-26T15:00:00.000Z,52,0,2024-03-26T15:00:00.000Z,2024-03-26T15:00:00.000Z
"Mumbai Starline",2024-03-26T15:30:00.000Z,73,0,2024-03-26T15:30:00.000Z,2024-03-26T15:30:00.000Z
"Mumbai Starline",2024-03-26T16:00:00.000Z,91,0,2024-03-26T16:00:00.000Z,2024-03-26T16:00:00.000Z
"Mumbai Starline",2024-03-26T16:30:00.000Z,33,0,2024-03-26T16:30:00.000Z,2024-03-26T16:30:00.000Z
"Mumbai Starline",2024-03-27T04:30:00.000Z,37,0,2024-03-27T04:30:00.000Z,2024-03-27T04:30:00.000Z
"Mumbai Starline",2024-03-27T05:00:00.000Z,97,0,2024-03-27T05:00:00.000Z,2024-03-27T05:00:00.000Z
"Mumbai Starline",2024-03-27T05:30:00.000Z,03,0,2024-03-27T05:30:00.000Z,2024-03-27T05:30:00.000Z
"Mumbai Starline",2024-03-27T06:00:00.000Z,16,0,2024-03-27T06:00:00.000Z,2024-03-27T06:00:00.000Z
"Mumbai Starline",2024-03-27T06:30:00.000Z,66,0,2024-03-27T06:30:00.000Z,2024-03-27T06:30:00.000Z
"Mumbai Starline",2024-03-27T07:00:00.000Z,32,0,2024-03-27T07:00:00.000Z,2024-03-27T07:00:00.000Z
"Mumbai Starline",2024-03-27T07:30:00.000Z,02,0,2024-03-27T07:30:00.000Z,2024-03-27T07:30:00.000Z
"Mumbai Starline",2024-03-27T08:00:00.000Z,23,0,2024-03-27T08:00:00.000Z,2024-03-27T08:00:00.000Z
"Mumbai Starline",2024-03-27T08:30:00.000Z,99,0,2024-03-27T08:30:00.000Z,2024-03-27T08:30:00.000Z
"Mumbai Starline",2024-03-27T09:00:00.000Z,98,0,2024-03-27T09:00:00.000Z,2024-03-27T09:00:00.000Z
"Mumbai Starline",2024-03-27T09:30:00.000Z,93,0,2024-03-27T09:30:00.000Z,2024-03-27T09:30:00.000Z
"Mumbai Starline",2024-03-27T10:00:00.000Z,96,0,2024-03-27T10:00:00.000Z,2024-03-27T10:00:00.000Z
"Mumbai Starline",2024-03-27T10:30:00.000Z,75,0,2024-03-27T10:30:00.000Z,2024-03-27T10:30:00.000Z
"Mumbai Starline",2024-03-27T11:00:00.000Z,07,0,2024-03-27T11:00:00.000Z,2024-03-27T11:00:00.000Z
"Mumbai Starline",2024-03-27T11:30:00.000Z,95,0,2024-03-27T11:30:00.000Z,2024-03-27T11:30:00.000Z
"Mumbai Starline",2024-03-27T12:00:00.000Z,93,0,2024-03-27T12:00:00.000Z,2024-03-27T12:00:00.000Z
"Mumbai Starline",2024-03-27T12:30:00.000Z,55,0,2024-03-27T12:30:00.000Z,2024-03-27T12:30:00.000Z
"Mumbai Starline",2024-03-27T13:00:00.000Z,30,0,2024-03-27T13:00:00.000Z,2024-03-27T13:00:00.000Z
"Mumbai Starline",2024-03-27T13:30:00.000Z,84,0,2024-03-27T13:30:00.000Z,2024-03-27T13:30:00.000Z
"Mumbai Starline",2024-03-27T14:00:00.000Z,04,0,2024-03-27T14:00:00.000Z,2024-03-27T14:00:00.000Z
"Mumbai Starline",2024-03-27T14:30:00.000Z,00,0,2024-03-27T14:30:00.000Z,2024-03-27T14:30:00.000Z
"Mumbai Starline",2024-03-27T15:00:00.000Z,84,0,2024-03-27T15:00:00.000Z,2024-03-27T15:00:00.000Z
"Mumbai Starline",2024-03-27T15:30:00.000Z,70,0,2024-03-27T15:30:00.000Z,2024-03-27T15:30:00.000Z
"Mumbai Starline",2024-03-27T16:00:00.000Z,49,0,2024-03-27T16:00:00.000Z,2024-03-27T16:00:00.000Z
"Mumbai Starline",2024-03-27T16:30:00.000Z,84,0,2024-03-27T16:30:00.000Z,2024-03-27T16:30:00.000Z
"Mumbai Starline",2024-03-28T04:30:00.000Z,84,0,2024-03-28T04:30:00.000Z,2024-03-28T04:30:00.000Z
"Mumbai Starline",2024-03-28T05:00:00.000Z,19,0,2024-03-28T05:00:00.000Z,2024-03-28T05:00:00.000Z
"Mumbai Starline",2024-03-28T05:30:00.000Z,74,0,2024-03-28T05:30:00.000Z,2024-03-28T05:30:00.000Z
"Mumbai Starline",2024-03-28T06:00:00.000Z,62,0,2024-03-28T06:00:00.000Z,2024-03-28T06:00:00.000Z
"Mumbai Starline",2024-03-28T06:30:00.000Z,65,0,2024-03-28T06:30:00.000Z,2024-03-28T06:30:00.000Z
"Mumbai Starline",2024-03-28T07:00:00.000Z,42,0,2024-03-28T07:00:00.000Z,2024-03-28T07:00:00.000Z
"Mumbai Starline",2024-03-28T07:30:00.000Z,30,0,2024-03-28T07:30:00.000Z,2024-03-28T07:30:00.000Z
"Mumbai Starline",2024-03-28T08:00:00.000Z,79,0,2024-03-28T08:00:00.000Z,2024-03-28T08:00:00.000Z
"Mumbai Starline",2024-03-28T08:30:00.000Z,27,0,2024-03-28T08:30:00.000Z,2024-03-28T08:30:00.000Z
"Mumbai Starline",2024-03-28T09:00:00.000Z,45,0,2024-03-28T09:00:00.000Z,2024-03-28T09:00:00.000Z
